"URI de la canción","Nombre de la canción","URI(s) del artista","Nombre(s) del artista","URI del álbum","Nombre del álbum","URI(s) del artista del álbum","Nombre(s) del artista del álbum","Fecha de lanzamiento del álbum","URL de la imagen del álbum","Número de disco","Número de la canción","Duración de la canción (ms)","URL de vista previa de la canción","Explícito","Popularidad","ISRC","Añadido por","Añadido en"
"spotify:track:304aaNYZVdnttVAEcVXTsu","Fight Me Bite Me","spotify:artist:6tZd1YxFmwPyRcX5VGId8A","Guitarheropianozero","spotify:album:2OFANf1HIO1JTOOpoJs32V","Fight Me Bite Me","spotify:artist:6tZd1YxFmwPyRcX5VGId8A","Guitarheropianozero","2025-11-08","https://i.scdn.co/image/ab67616d0000b2738a2b2ad058faf35eaafd18df","1","1","185942","https://p.scdn.co/mp3-preview/b760dd79479c55281599e53185b163c69770ebf9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","USY282504846","","2025-11-12T18:58:38Z"
"spotify:track:759ghsR0JU5ykaiCDbB6li","LET'S JUST CRASH","spotify:artist:1PhE6rv0146ZTQosoPDjk8","Mori Calliope","spotify:album:0WWJ7uJzQaaPjFaDXBKKUD","LET'S JUST CRASH","spotify:artist:1PhE6rv0146ZTQosoPDjk8","Mori Calliope","2025-11-02","https://i.scdn.co/image/ab67616d0000b273bb9caa525ec1aa274db1ea75","1","1","195035","https://p.scdn.co/mp3-preview/55d6b354c8521e4c28a4e5d39a1cba2d3d9da55e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","JPPO02503867","","2025-11-12T10:29:40Z"
"spotify:track:43ItDU3iukjOJ5N6kOSL4F","Overclocked","spotify:artist:1N91kpm2RDZJZ4pmsnfYx0, spotify:artist:3XA3vcpVYAi4xjaUqPEIcl","DryftiN, Kasane Teto","spotify:album:4JgIFcqHSS7jwhrxRf1fHI","Overclocked","spotify:artist:1N91kpm2RDZJZ4pmsnfYx0","DryftiN","2025-08-15","https://i.scdn.co/image/ab67616d0000b2739a539f678ce9bb4e1d024ccc","1","1","179653","https://p.scdn.co/mp3-preview/b364b23daac7e25bb9b2236e078f0930172354c3?cid=9950ac751e34487dbbe027c4fd7f8e99","true","46","QZZ762538367","","2025-11-12T07:53:49Z"
"spotify:track:039j6EmizorBEUDBmjzmAX","Odochina (feat. HATSUNE MIKU & KASANE TETO)","spotify:artist:5vJxDR4n9HuNyEqOxv4PzS, spotify:artist:6pNgnvzBa6Bthsv8SrZJYl, spotify:artist:4JX0GdKx8EduY2Ck7qac4H","Atena, Hatsune Miku, Kasane Teto","spotify:album:6Yeg4JIXKuj86qtiOFa6UE","Odochina (feat. HATSUNE MIKU & KASANE TETO)","spotify:artist:5vJxDR4n9HuNyEqOxv4PzS","Atena","2025-02-15","https://i.scdn.co/image/ab67616d0000b273368464b1ad161328189d0617","1","1","156000","https://p.scdn.co/mp3-preview/38705069c9c31ebd343b294ac4e1b874376a1b50?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","TCJPD2593884","","2025-11-12T07:53:31Z"
"spotify:track:2X7EslqXPcenV74mvDJUDO","POTETO CHIP","spotify:artist:1GBhDrmf2fvZOEjKLUobEF","ROMA","spotify:album:6EpGTuPn1bl8EozsVz4ZAP","POTETO CHIP","spotify:artist:1GBhDrmf2fvZOEjKLUobEF","ROMA","2025-10-18","https://i.scdn.co/image/ab67616d0000b2731274ae14f003dda3514b4d7b","1","1","214115","https://p.scdn.co/mp3-preview/78c5c3060d1d29457aba1d157eb7472fbf37d53a?cid=9950ac751e34487dbbe027c4fd7f8e99","true","53","QT3FE2571493","","2025-11-12T07:53:20Z"
"spotify:track:4q40O3V3Y2X7JgnUrce2Kw","FLOP ERA","spotify:artist:02z6AUbg2M9nwsyquVKgWN","ePiaeon","spotify:album:3uXeKb20nKmtTzUFj4CH6g","FLOP ERA","spotify:artist:02z6AUbg2M9nwsyquVKgWN","ePiaeon","2025-09-21","https://i.scdn.co/image/ab67616d0000b27364ac0f4b313f6ec1494ed379","1","1","159038","https://p.scdn.co/mp3-preview/0c736300b4e3d41aef7908615322df86b4f1abdb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","QT3EX2594113","","2025-11-11T14:57:25Z"
"spotify:track:7BPNz9Ap1rFIX27umIQchp","From The Start","spotify:artist:3uA4unR7LBOcqjpbOeCs0Y, spotify:artist:4nzcYFR90Ep4i3P6mlZSkP, spotify:artist:5rxkaSGyLjU9IMtHY91Hqk, spotify:artist:2zzveUXTGULrNxwNo0jrss","-Prey, ZMAJOR, zxnc, Emrld!","spotify:album:4QzfFOYaEgjvHGXl3ftNAh","From The Start","spotify:artist:3uA4unR7LBOcqjpbOeCs0Y, spotify:artist:4nzcYFR90Ep4i3P6mlZSkP, spotify:artist:5rxkaSGyLjU9IMtHY91Hqk, spotify:artist:2zzveUXTGULrNxwNo0jrss","-Prey, ZMAJOR, zxnc, Emrld!","2025-11-07","https://i.scdn.co/image/ab67616d0000b27358c17bbfb9dc22988ac80a72","1","1","78620","https://p.scdn.co/mp3-preview/988d34cd070284e4fd20d0cd92f4b236c7752965?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","CA5KR2601671","","2025-11-11T11:40:05Z"
"spotify:track:6kBNaF6seD0JqFl4aBJ55e","Tell Your World","spotify:artist:6dFG0zTOaowuOignddONDP, spotify:artist:6pNgnvzBa6Bthsv8SrZJYl","livetune, Hatsune Miku","spotify:album:5lReAmKNgxEHuESCWyY5S7","Tell Your World EP","spotify:artist:6dFG0zTOaowuOignddONDP","livetune","2012-03-14","https://i.scdn.co/image/ab67616d0000b2739ebc45791dad84d03a71c0e0","1","1","254640","https://p.scdn.co/mp3-preview/7488760ac721f1fac73cabd1b577656bd8f031b9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","JPTF01190355","","2025-11-11T11:28:39Z"
"spotify:track:2OTnTeMDZUIxILjsCFNTV2","Teto's Territory","spotify:artist:4k7v8gQIQQDOKVIZ1nbxvI, spotify:artist:4JX0GdKx8EduY2Ck7qac4H, spotify:artist:2DMnL0058HDim1axFXKmom, spotify:artist:7eAyE0uVhm2RMIahDU7xAi","temcandoanything, Kasane Teto, 16:9 krollo ✥, Yona Floré","spotify:album:4xlGVmtceYsjTBO1vqYzuO","Teto's Territory","spotify:artist:4k7v8gQIQQDOKVIZ1nbxvI","temcandoanything","2025-09-05","https://i.scdn.co/image/ab67616d0000b273349e45e28248b79448dc57d3","1","1","119196","https://p.scdn.co/mp3-preview/b3ffa97db2de492233199e2892ac7c6f23dc1f00?cid=9950ac751e34487dbbe027c4fd7f8e99","true","41","QZZ7L2584597","","2025-11-11T11:27:06Z"
"spotify:track:6oQd9KEbRMERESY1pftFyn","Medicine","spotify:artist:7uugnrrGcHNunhme3bP1y3","Sasuke Haraguchi","spotify:album:3drg6tbDTAYqmpjejScu3f","Medicine","spotify:artist:7uugnrrGcHNunhme3bP1y3","Sasuke Haraguchi","2024-03-06","https://i.scdn.co/image/ab67616d0000b27369fc8b848dc3ccb2824b18de","1","1","120352","https://p.scdn.co/mp3-preview/27807e625fb73a2a7b71567a6c2c57110e90ef43?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","TCJPZ2455806","","2025-11-11T11:26:47Z"
"spotify:track:63yoRZd5zl6Ah30hfDm97k","M@GICAL CURE! LOVE SHOT! (feat. Hatsune Miku)","spotify:artist:7FrCrchJaoLmKcn3jcGWoX, spotify:artist:6pNgnvzBa6Bthsv8SrZJYl","SAWTOWNE, Hatsune Miku","spotify:album:6GfiQAOysgD6k8FZ8TBvG0","M@GICAL CURE! LOVE SHOT!","spotify:artist:7FrCrchJaoLmKcn3jcGWoX, spotify:artist:6pNgnvzBa6Bthsv8SrZJYl","SAWTOWNE, Hatsune Miku","2024-03-19","https://i.scdn.co/image/ab67616d0000b273a2f3d4936b6f398d90949081","1","1","201875","https://p.scdn.co/mp3-preview/f4a77fbf913dacffd323d2f132d3772aebac4405?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","JP92Q2400289","","2025-11-11T11:25:00Z"
"spotify:track:3tJhNmWTtolCgMydVzgDsH","Highlight (feat. 初音ミク)","spotify:artist:11T32AM3Tp0oYZ3PEWHGLZ, spotify:artist:6pNgnvzBa6Bthsv8SrZJYl","KIRA, Hatsune Miku","spotify:album:2OqBUrc53EeZYBFY8ixpzR","Highlight","spotify:artist:11T32AM3Tp0oYZ3PEWHGLZ, spotify:artist:6pNgnvzBa6Bthsv8SrZJYl","KIRA, Hatsune Miku","2021","https://i.scdn.co/image/ab67616d0000b273fa1009ba316826964b2f666f","1","1","215153","https://p.scdn.co/mp3-preview/354a2a5c7188dbf07cc4f4401eb3b8b8f5306a70?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","JP92Q2301465","","2025-11-11T11:24:51Z"
"spotify:track:09d6RIYS3uYpZFtjdAMjAS","Digital Girl","spotify:artist:11T32AM3Tp0oYZ3PEWHGLZ, spotify:artist:6pNgnvzBa6Bthsv8SrZJYl","KIRA, Hatsune Miku","spotify:album:75TUXFDRYXZJT0nSgL51ez","Digital Girl","spotify:artist:11T32AM3Tp0oYZ3PEWHGLZ","KIRA","2020-07-04","https://i.scdn.co/image/ab67616d0000b27361f532a7faa8c87f21e413a0","1","1","182076","https://p.scdn.co/mp3-preview/6b16c215bce9cd8f4c7b678df0339e7bd3a3dd28?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","QZHN92069189","","2025-11-11T11:24:19Z"
"spotify:track:2Lebjf5y1xqGdcvnuVzY3P","Ten Thousand Stars (feat. 初音ミク)","spotify:artist:6Wn6kyMvfESmIaVy3Sjjvf, spotify:artist:6pNgnvzBa6Bthsv8SrZJYl","CircusP, Hatsune Miku","spotify:album:1QdN32vrSu3AARvPWhVVz4","Ten Thousand Stars","spotify:artist:6Wn6kyMvfESmIaVy3Sjjvf, spotify:artist:6pNgnvzBa6Bthsv8SrZJYl","CircusP, Hatsune Miku","2025-01-15","https://i.scdn.co/image/ab67616d0000b27361fe88a4948a26e0c1f3e087","1","1","233791","https://p.scdn.co/mp3-preview/c8a1ab8f767520691e595bf2b6e0568f1cd13a70?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","JP92Q2401592","","2025-11-11T11:23:43Z"
"spotify:track:1dHVuQPNmn5rhRgOdD0WlF","Confessions of a Rotten Girl","spotify:artist:7FrCrchJaoLmKcn3jcGWoX","SAWTOWNE","spotify:album:6eaUMgU5URwsLllOml5Iwn","Confessions of a Rotten Girl","spotify:artist:7FrCrchJaoLmKcn3jcGWoX","SAWTOWNE","2025-01-19","https://i.scdn.co/image/ab67616d0000b27368bf1aacc270752b0fadbd3f","1","1","206117","https://p.scdn.co/mp3-preview/12e82bacbb81643defa218c8445b04478c88bad8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","QZFZ62518097","","2025-11-11T11:22:28Z"
"spotify:track:5DEtelB6EyMO5nsdYmN0HK","CandyCookieChocolate (feat. HATSUNE MIKU & KASANE TETO)","spotify:artist:0ylNiGoYUvxyWdDXthEDhF, spotify:artist:6pNgnvzBa6Bthsv8SrZJYl, spotify:artist:4JX0GdKx8EduY2Ck7qac4H","はろける, Hatsune Miku, Kasane Teto","spotify:album:6kZ21Gemv78FQCgYkOiCyP","CandyCookieChocolate (feat. HATSUNE MIKU & KASANE TETO)","spotify:artist:0ylNiGoYUvxyWdDXthEDhF","はろける","2024-12-29","https://i.scdn.co/image/ab67616d0000b2730f27e75c0b97f269d0d7440d","1","1","169161","https://p.scdn.co/mp3-preview/fa340fb4ab27e949afc0705b3e7310c17b17451e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","TCJPD2432555","","2025-11-11T11:21:12Z"
"spotify:track:6DRZmJa38MaMNthwG3fCBD","two","spotify:artist:41X1TR6hrK8Q2ZCpp2EqCz","bbno$","spotify:album:5yc8yPsnUud3i8v9Ran8oQ","two","spotify:artist:41X1TR6hrK8Q2ZCpp2EqCz","bbno$","2024-10-04","https://i.scdn.co/image/ab67616d0000b27351c9a03736674f07f081d940","1","1","135212","https://p.scdn.co/mp3-preview/0c135aa02cfe975a3dcea92dd37d847fbbad5258?cid=9950ac751e34487dbbe027c4fd7f8e99","true","70","QM24S2405396","","2025-11-09T22:56:19Z"
"spotify:track:03RSnSShvQXMwBCvEoZ7Q8","F.U.N.K.","spotify:artist:41X1TR6hrK8Q2ZCpp2EqCz","bbno$","spotify:album:6NnOcPG7uLUSpJTS83Ra1T","bbno$","spotify:artist:41X1TR6hrK8Q2ZCpp2EqCz","bbno$","2025-10-17","https://i.scdn.co/image/ab67616d0000b2739cd48ea54f12cdd1a244ce51","1","15","144146","https://p.scdn.co/mp3-preview/49e7b022b8b0f91104c522c3f3683a59d02d2482?cid=9950ac751e34487dbbe027c4fd7f8e99","true","54","CA5KR2588463","","2025-11-09T22:48:35Z"
"spotify:track:6O1Kor0zSUKC4nUmmAjJKd","POUND CAKE","spotify:artist:3tQfr3HUAPHG9roF9VN1gE","THOT SQUAD","spotify:album:437IvnqpuiLQWBb8lD1zoC","POUND CAKE","spotify:artist:3tQfr3HUAPHG9roF9VN1gE","THOT SQUAD","2023-11-29","https://i.scdn.co/image/ab67616d0000b273bdda92306576e184c762d3d8","1","1","121500","https://p.scdn.co/mp3-preview/bb0527542caa535ce6fd70dd598ad39c80f55789?cid=9950ac751e34487dbbe027c4fd7f8e99","true","65","QZWFH2312940","","2025-11-09T22:18:30Z"
"spotify:track:3YjVhsdXUG69TeUm0XzIFZ","HOES DEPRESSED","spotify:artist:3tQfr3HUAPHG9roF9VN1gE","THOT SQUAD","spotify:album:4Jicobhtcj5hz1715yT0Pr","HOES DEPRESSED","spotify:artist:3tQfr3HUAPHG9roF9VN1gE","THOT SQUAD","2024-07-19","https://i.scdn.co/image/ab67616d0000b27383e695fa46aefe844d228a23","1","1","154363","https://p.scdn.co/mp3-preview/b6d52c177c6c7023e9ab499632fa2d0b671c37bf?cid=9950ac751e34487dbbe027c4fd7f8e99","true","73","QZWDD2442324","","2025-11-09T22:15:10Z"
"spotify:track:428cFrawSqeLoyooQjAW9d","La casa por el tejado","spotify:artist:1tZ99AnqyjgrmPwLfGU5eo","Fito y Fitipaldis","spotify:album:5ARI6MI0J9CnAqT9vfhd4n","Lo mas lejos a tu lado","spotify:artist:1tZ99AnqyjgrmPwLfGU5eo","Fito y Fitipaldis","2004-12-28","https://i.scdn.co/image/ab67616d0000b273a618985542a38277dc088c3a","1","1","267760","https://p.scdn.co/mp3-preview/c33ebee19dff27bd391bc5296749b85fbb485a84?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","ES5010300346","","2025-11-07T08:41:23Z"
"spotify:track:01byVowKTekrZBXYvSU4Wx","Hypnotize","spotify:artist:5eAWCfyUhZtHHtBdNk56l1","System Of A Down","spotify:album:3qL21V8J9Zj8X00Qlgvj6l","Hypnotize","spotify:artist:5eAWCfyUhZtHHtBdNk56l1","System Of A Down","2005-11-22","https://i.scdn.co/image/ab67616d0000b273645d6b9074c9a419f4413591","1","4","189440","https://p.scdn.co/mp3-preview/34437a737a6070f5a6b39c169468445c827f3517?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","USSM10505330","","2025-11-06T16:56:43Z"
"spotify:track:5xRvNo2riRI0823VXPj6gU","Teto Territory","spotify:artist:6gLGiuVV4FgLFTNxHUQvRR, spotify:artist:2z5hqtR5tgGRolrZWUm23w","2hot4tv, rid","spotify:album:0wCRJRxFXMwOOdZSRfmfgU","Teto Territory","spotify:artist:6gLGiuVV4FgLFTNxHUQvRR, spotify:artist:2z5hqtR5tgGRolrZWUm23w","2hot4tv, rid","2020-09-05","https://i.scdn.co/image/ab67616d0000b27363b3d11d6062af685194c588","1","1","207516","https://p.scdn.co/mp3-preview/7c91d02e7afa56fcf3e7fd2fd9b0361083541bde?cid=9950ac751e34487dbbe027c4fd7f8e99","false","27","QZRP42299476","","2025-11-06T15:46:58Z"
"spotify:track:1H2pPtoPS8kNlqCN7HfT6g","Machine Love","spotify:artist:790JtoMXsEVQqzkerV3xuf","Jamie Paige","spotify:album:5VEgJeGRLD1U9p0FIaiWp8","Constant Companions","spotify:artist:790JtoMXsEVQqzkerV3xuf","Jamie Paige","2024-10-25","https://i.scdn.co/image/ab67616d0000b27356021e26fd463e7c1d062a9d","1","11","216744","https://p.scdn.co/mp3-preview/c63d7a9df776663e60f7a5f204c638f6396dfe5c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","QZPJ32342607","","2025-11-06T15:12:39Z"
"spotify:track:5ic62hKqeDhZsa9l6YQxzJ","メズマライザー (feat. 初音ミク&重音テト)","spotify:artist:76SIHZoc1kOba5ynrOtvOX, spotify:artist:6pNgnvzBa6Bthsv8SrZJYl, spotify:artist:7Al85ZdCo2ZoQiBghDSj7o","32ki, Hatsune Miku, 重音テト","spotify:album:3DkZ625ZGRV80f5aFnlPCL","メズマライザー","spotify:artist:76SIHZoc1kOba5ynrOtvOX, spotify:artist:6pNgnvzBa6Bthsv8SrZJYl, spotify:artist:7Al85ZdCo2ZoQiBghDSj7o","32ki, Hatsune Miku, 重音テト","2024-05-17","https://i.scdn.co/image/ab67616d0000b27321333eb66e3cf9f3818e789f","1","1","156972","https://p.scdn.co/mp3-preview/0dfcfa7b167698f9df4cd178756bce1a25697d95?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","JP92Q2400507","","2025-11-06T15:11:21Z"
"spotify:track:6Ap1zrEjcbKKoUyE3taghj","Angel With a Shotgun","spotify:artist:6G9vUWbOydnBodKcjqzHO1","Nightcore Collectives","spotify:album:0Ue4AipcJeoFHtRkVeKyli","Best of Nightcore","spotify:artist:6G9vUWbOydnBodKcjqzHO1","Nightcore Collectives","2022-06-10","https://i.scdn.co/image/ab67616d0000b2732e42b3b5796eb0e190fc1284","1","1","192830","https://p.scdn.co/mp3-preview/94888addc51a6260062a92215738c460d7b5b5e6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","QM6N22225525","","2025-11-06T15:09:38Z"
"spotify:track:4HzFddDgfYGexulfrTWO1x","Hace Rato Me Picó un Mosquito","spotify:artist:5qtLffWJkguvvZvZEPkEiU, spotify:artist:4stLkIlItThvv9eREBlP2y","Franco Paolo, Prueba Pcr","spotify:album:6gKS2ewaqD1JYhRo8wNRb0","Hace Rato Me Picó un Mosquito","spotify:artist:5qtLffWJkguvvZvZEPkEiU, spotify:artist:4stLkIlItThvv9eREBlP2y","Franco Paolo, Prueba Pcr","2025-05-16","https://i.scdn.co/image/ab67616d0000b273a007cd8bd8bd2f78dd38615a","1","1","139802","https://p.scdn.co/mp3-preview/5f8535ce5de197550227d6358ca8f6e8307d337f?cid=9950ac751e34487dbbe027c4fd7f8e99","true","46","QZNJW2234129","","2025-11-02T18:05:42Z"
"spotify:track:0UOAT4gUVwMw2RzD5BqEEG","El libro de las sombras","spotify:artist:5ZNxiPcbKgaNcBrERMpqeu","Mägo de Oz","spotify:album:5sXwafnq64taYMB1umDpUP","Hechizos, pócimas y brujería","spotify:artist:5ZNxiPcbKgaNcBrERMpqeu","Mägo de Oz","2012-11-16","https://i.scdn.co/image/ab67616d0000b273472b5f1835e284b24d9c1aea","1","1","330653","https://p.scdn.co/mp3-preview/7f9720687462c21d7b36cc956e2ddf1fc35b3360?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","ES5151201914","","2025-11-02T13:51:37Z"
"spotify:track:4UlX8kZOOmcWn6aN0OyiHw","The Next Episode - Funny Indian Remix","spotify:artist:4z8x1jIkUBEiVibHB6tFsz","Vindaloo Singh","spotify:album:1LFwy0ZvgEWMvpBQ3lL7CU","The Next Episode (Funny Indian Remix)","spotify:artist:4z8x1jIkUBEiVibHB6tFsz","Vindaloo Singh","2025-02-08","https://i.scdn.co/image/ab67616d0000b273a415e41fe936a7ad538f436c","1","1","96000","https://p.scdn.co/mp3-preview/66197b4cfaa6854dc74601218fa77997f3c80a4a?cid=9950ac751e34487dbbe027c4fd7f8e99","true","40","AUXN22505368","","2025-11-02T13:32:51Z"
"spotify:track:2DAZakhs7RRCoM6pvLpUEz","BIRDBRAIN","spotify:artist:790JtoMXsEVQqzkerV3xuf, spotify:artist:5QDqD7M7ktRDfzXJWbYolF","Jamie Paige, OK Glass","spotify:album:2bulp48ZEhzuUk9d4wkZgD","BIRDBRAIN","spotify:artist:790JtoMXsEVQqzkerV3xuf","Jamie Paige","2025-06-28","https://i.scdn.co/image/ab67616d0000b27372858c388ebbe1d69fa25e37","1","1","256687","https://p.scdn.co/mp3-preview/b20e414accec2568a44b7a081013cde7f6fec849?cid=9950ac751e34487dbbe027c4fd7f8e99","true","68","QZTBA2526577","","2025-11-01T20:06:39Z"
"spotify:track:18WbzHfUTnPK1lcDNgMnO0","Cold","spotify:artist:4t5uGGNiFjujYEEyVVDEwc","Alfie Castley","spotify:album:5SNJQ7BeKc43k8Cdb3KlSM","Cold","spotify:artist:4t5uGGNiFjujYEEyVVDEwc","Alfie Castley","2025-10-07","https://i.scdn.co/image/ab67616d0000b2731da9e4c3b9f8d3388b7dd20a","1","1","144500","https://p.scdn.co/mp3-preview/0e8ec80b5d9800186eac67471b4051b5e1834966?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","GBARL2501603","","2025-10-30T12:45:59Z"
"spotify:track:3kjl8OvStYX5kjcmbCqCjX","Fire N Ice feat. Mori Calliope","spotify:artist:6UCFRdg4ySMWj6O4QRKyZs","Takanashi Kiara","spotify:album:5N8TdYD4gbIYMg08T2PDgj","Fire N Ice feat. Mori Calliope","spotify:artist:6UCFRdg4ySMWj6O4QRKyZs","Takanashi Kiara","2023-12-15","https://i.scdn.co/image/ab67616d0000b2737437df42842dd7970c3ec023","1","1","181428","https://p.scdn.co/mp3-preview/0477125dd72a0c745cb97a4a903d70f67870a5f8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","JPV752308016","","2025-10-28T23:15:36Z"
"spotify:track:0U0swpLFeIJV1bP9QjSkyz","UnAlive","spotify:artist:1PhE6rv0146ZTQosoPDjk8","Mori Calliope","spotify:album:4JZmR6EA9NnuxrfaelHn5Y","UnAlive","spotify:artist:1PhE6rv0146ZTQosoPDjk8","Mori Calliope","2022-03-21","https://i.scdn.co/image/ab67616d0000b27341a38c9801ca2da63ede5cd1","1","1","316000","https://p.scdn.co/mp3-preview/e19ed481f9eb6dc65c7174eedb1743b6c12ebd40?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","JPV752205656","","2025-10-28T23:15:12Z"
"spotify:track:0LNyWv4RYKbaXIvzk6nMxZ","Life Will Change","spotify:artist:5qEtLvXzYdv0G7c7rR6irX","Lyn","spotify:album:4pJT0WKggr4xk149X8A6KC","PERSONA5 ORIGINAL SOUNDTRACK","spotify:artist:4hFBhdNVZZuVk5FYThUwaN","アトラスサウンドチーム","2017-01-17","https://i.scdn.co/image/ab67616d0000b2732a061f8cc383443cbb46adf6","1","4","262026","https://p.scdn.co/mp3-preview/e3a8c382dcff876d9934a9bf901bb8c0e3e9a627?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","JPK651601404","","2025-10-28T21:44:58Z"
"spotify:track:4WwziJRU6hAdI4j8C0j0QI","It's Not Like I Like You!!","spotify:artist:6OcvDn95mSA830Lie1Z6Jc","Static-P","spotify:album:4Fh6IgLlgp1kaUsKN5kxrc","It's Not Like I Like You!!","spotify:artist:6OcvDn95mSA830Lie1Z6Jc","Static-P","2016-11-02","https://i.scdn.co/image/ab67616d0000b2734103f928f2e2d0ed6b9e3e24","1","1","280357","https://p.scdn.co/mp3-preview/0c770a7c128dc1b1aa142adc15147b8750054341?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","uscgh1708008","","2025-10-27T16:12:11Z"
"spotify:track:3CZDkpmq245kzvCe44P2hM","I, Emperor","spotify:artist:3o2dn2O0FCVsWDFSh8qxgG","Sabaton","spotify:album:1jjx7U3tayhJTytJVBj0WY","Legends","spotify:artist:3o2dn2O0FCVsWDFSh8qxgG","Sabaton","2025-10-17","https://i.scdn.co/image/ab67616d0000b2732015d006804756df2e271b74","1","5","255973","https://p.scdn.co/mp3-preview/96efbe35a9af37c44e5f60a52ca541e467b0ba3a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","SE6HE2500105","","2025-10-24T23:01:16Z"
"spotify:track:7yhner30BgcXSmxanpvqDi","Toxicity","spotify:artist:5eAWCfyUhZtHHtBdNk56l1","System Of A Down","spotify:album:6mWJAq9L9IHhqa4CmJ1fii","Nice 2000s","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Varios Artistas","2008-02-29","https://i.scdn.co/image/ab67616d0000b273a2c63ada20f6fca1ce2edc76","1","15","220306","https://p.scdn.co/mp3-preview/90b9fa2e17fda4a2cdf7bdcd881c8d57dea5247e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","USSM10107262","","2025-10-24T09:09:10Z"
"spotify:track:1Q5Rd8vPpjWw5jYdlRShUo","What It Sounds Like (Metal Version)","spotify:artist:2IeMt1qx6ZVt1HFjdfE5tl","Jonathan Young","spotify:album:4C5eoIVWNeP1zK8Rhqb0Bs","KPop Demon Hunters Meets Metal","spotify:artist:2IeMt1qx6ZVt1HFjdfE5tl","Jonathan Young","2025-10-02","https://i.scdn.co/image/ab67616d0000b2739da3a96430ce681c354312a0","1","7","239098","https://p.scdn.co/mp3-preview/0aa8ca88fd8616854d3ead3a3130908d54d9e0c2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","QT62U2500617","","2025-10-24T08:59:50Z"
"spotify:track:6J3pPfXLujwsWQpvR6XMgC","PPPP (feat. Hatsune Miku, Kasane Teto)","spotify:artist:51Ce3GImOKK2xAGi3HiNns, spotify:artist:6pNgnvzBa6Bthsv8SrZJYl, spotify:artist:4JX0GdKx8EduY2Ck7qac4H","TAK, Hatsune Miku, Kasane Teto","spotify:album:2YpnTJLH8a1xxEL3HXAWQQ","PPPP","spotify:artist:51Ce3GImOKK2xAGi3HiNns, spotify:artist:6pNgnvzBa6Bthsv8SrZJYl, spotify:artist:4JX0GdKx8EduY2Ck7qac4H","TAK, Hatsune Miku, Kasane Teto","2025-09-17","https://i.scdn.co/image/ab67616d0000b273e2acdafe9b0c10beeda9a277","1","1","154835","https://p.scdn.co/mp3-preview/9975b484914ecf5c232189d8ab40c7ee8aeac530?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","QMFME2515427","","2025-10-21T08:17:33Z"
"spotify:track:7aux5UvnlBDYlrlwoczifW","Miku","spotify:artist:2UwJRAgSOi1zcLkvUNc8XL, spotify:artist:6pNgnvzBa6Bthsv8SrZJYl","Anamanaguchi, Hatsune Miku","spotify:album:4Wcp7Z67RyIbAYl6jmOkLL","Miku","spotify:artist:2UwJRAgSOi1zcLkvUNc8XL, spotify:artist:6pNgnvzBa6Bthsv8SrZJYl","Anamanaguchi, Hatsune Miku","2016-05-24","https://i.scdn.co/image/ab67616d0000b273154c3562dc92bcd302c72c9c","1","1","223124","https://p.scdn.co/mp3-preview/e015ea09e3afbcde697903b5111178b808ed61e5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","USA2P1654313","","2025-10-20T14:00:21Z"
"spotify:track:6DYul32gElizGgTrtRYrNY","gigolo","spotify:artist:41X1TR6hrK8Q2ZCpp2EqCz","bbno$","spotify:album:58Xf2l1m7iWhfwoRjx75C0","gigolo","spotify:artist:41X1TR6hrK8Q2ZCpp2EqCz","bbno$","2025-09-30","https://i.scdn.co/image/ab67616d0000b27367f71c84b0b2dce314b08c0a","1","1","118461","https://p.scdn.co/mp3-preview/80deb9bffa29a1575c441eee44e629cf61507d60?cid=9950ac751e34487dbbe027c4fd7f8e99","true","72","CA5KR2588456","","2025-10-16T21:20:43Z"
